2	1	Anoia	8008	Argençola	216	30
2	1	Anoia	8021	Bellprat	74	30
2	1	Anoia	8025	El Bruc	2218	60
2	1	Anoia	8028	Cabrera d'Anoia	1606	60
2	1	Anoia	8036	Calonge de Segarra	195	30
2	1	Anoia	8048	Carme	754	60
2	1	Anoia	8060	Castellfollit de Riubregós	159	30
2	1	Anoia	8063	Castellolí	636	60
2	1	Anoia	8071	Copons	333	60
2	1	Anoia	8103	Jorba	806	60
2	1	Anoia	8104	Llacuna	942	60
2	1	Anoia	8133	Montmaneu	166	30
2	1	Anoia	8152	Orpí	159	30
2	1	Anoia	8170	Prats de Rei	554	60
2	1	Anoia	8176	Pujalt	204	30
2	1	Anoia	8185	Rubió	244	30
2	1	Anoia	8228	Sant Martí Sesgueioles	361	60
2	1	Anoia	8189	Sant Pere Sallavinera	167	30
2	1	Anoia	8257	Santa Maria de Miralles	138	30
2	1	Anoia	8286	Torre de Claramunt	3966	60
2	1	Anoia	8292	Vallbona d'Anoia	1387	60
2	1	Anoia	8297	Veciana	182	30
2	1	Conca Barb.	43046	Conesa	109	30
2	1	Conca Barb.	43061	Forès	48	30
2	1	Conca Barb.	43073	Llorac	96	30
2	1	Conca Barb.	43101	Passanant i Belltall	170	30
2	1	Conca Barb.	43105	Piles	224	30
2	1	Conca Barb.	43130	Rocafort de Queralt	241	30
2	1	Conca Barb.	43143	Savallà del Comtat	52	30
2	1	Conca Barb.	43159	Vallfogona de Riucorb	89	30
2	2	Alt Penedès	8027	Cabanyes	999	60
2	2	Alt Penedès	8058	Castellet i la Gornal	2474	60
2	2	Alt Penedès	8085	Font-rubí	1446	60
2	2	Alt Penedès	8122	Mediona	2517	60
2	2	Alt Penedès	8146	Olesa de Bonesvalls	2016	60
2	2	Alt Penedès	8154	Pacs del Penedès	935	60
2	2	Alt Penedès	8168	Pontons	507	60
2	2	Alt Penedès	8174	Puigdàlber	555	60
2	2	Alt Penedès	8206	Sant Cugat Sesgarrigues	1009	60
2	2	Alt Penedès	8222	Sant Llorenç d'Hortons	2503	60
2	2	Alt Penedès	8249	Santa Fe del Penedès	370	60
2	2	Alt Penedès	8273	Subirats	3241	60
2	2	Alt Penedès	8287	Torrelavit	1457	60
2	2	Alt Penedès	8288	Torrelles de Foix	2557	60
2	2	Alt Penedès	8304	Vilobí del Penedès	1.13	60
2	2	Baix Penedès	43002	Albinyana	2581	60
2	2	Baix Penedès	43030	Bonastre	742	60
2	2	Baix Penedès	43079	Masllorenç	547	60
2	2	Baix Penedès	43090	Montmell	1863	60
2	2	Baix Penedès	43140	Santa Oliva	3.56	60
2	2	Garraf	8148	Olivella	4339	60
2	2	Tarragonès	43135	Salomó	543	60
2	2	Tarragonès	43164	Vespella de Gaià	496	60
2	3	Alt Camp	43001	Aiguamúrcia	961	60
2	3	Alt Camp	43010	Alió	496	60
2	3	Alt Camp	43034	Bràfim	687	60
2	3	Alt Camp	43036	Cabra del Camp	1254	60
2	3	Alt Camp	43059	Figuerola del Camp	332	60
2	3	Alt Camp	43066	Garidells	196	30
2	3	Alt Camp	43080	Masó	285	60
2	3	Alt Camp	43083	Milà	189	30
2	3	Alt Camp	43089	Montferri	419	60
2	3	Alt Camp	43091	Mont-ral	173	30
2	3	Alt Camp	43098	Nulles	541	60
2	3	Alt Camp	43119	Puigpelat	1199	60
2	3	Alt Camp	43120	Querol	572	60
2	3	Alt Camp	43124	Riba	552	60
2	3	Alt Camp	43132	Rodonyà	506	60
2	3	Alt Camp	43134	Rourell	395	60
2	3	Alt Camp	43160	Vallmoll	1882	60
2	3	Alt Camp	43165	Vilabella	711	60
2	3	Conca Barb.	43029	Blancafort	394	60
2	3	Conca Barb.	43107	Pira	489	60
2	3	Conca Barb.	43141	Pontils	133	30
2	3	Conca Barb.	43146	Senan	44	30
2	3	Conca Barb.	43158	Vallclara	88	30
2	3	Conca Barb.	43168	Vilanova de Prades	107	30
2	3	Conca Barb.	43172	Vilaverd	453	60
2	4	Baix Camp	43003	Albiol	528	60
2	4	Baix Camp	43007	Aleixar	924	60
2	4	Baix Camp	43009	Alforja	1928	60
2	4	Baix Camp	43011	Almoster	1334	60
2	4	Baix Camp	43015	Arbolí	122	30
2	4	Baix Camp	43017	Argentera	126	30
2	4	Baix Camp	43033	Botarell	1102	60
2	4	Baix Camp	43039	Capafonts	121	30
2	4	Baix Camp	43045	Colldejou	172	30
2	4	Baix Camp	43053	Duesaigües	232	30
2	4	Baix Camp	43057	Febró	39	30
2	4	Baix Camp	43081	Maspujols	859	60
2	4	Baix Camp	43118	Pratdip	693	60
2	4	Baix Camp	43127	Riudecanyes	1279	60
2	4	Baix Camp	43128	Riudecols	1198	60
2	4	Baix Camp	43167	Vilanova d'Escornalbou	594	60
2	4	Baix Camp	43169	Vilaplana	540	60
2	4	Tarragonès	43043	Catllar	4921	60
2	4	Tarragonès	43097	Nou de Gaià	636	60
2	4	Tarragonès	43103	Perafort	1292	60
2	4	Tarragonès	43109	Pobla de Mafumet	4052	60
2	4	Tarragonès	43122	Renau	152	30
2	4	Tarragonès	43126	Riera de Gaià	1752	60
2	4	Tarragonès	43144	Secuita	1765	60
2	4	Tarragonès	43166	Vilallonga del Camp	2398	60
4	2	Alt Empordà	17003	Albanyà	180	30
4	1	Alt Empordà	17012	Avinyonet de Puigventós	1676	60
4	2	Alt Empordà	17234	Biure	249	30
4	2	Alt Empordà	17029	Boadella i les Escaules	258	60
4	1	Alt Empordà	17026	Borrassà	776	60
4	2	Alt Empordà	17031	Cabanelles	279	60
4	1	Alt Empordà	17030	Cabanes	949	60
4	2	Alt Empordà	17041	Cantallops	330	60
4	2	Alt Empordà	17042	Capmany	672	60
4	2	Alt Empordà	17051	Cistella	307	60
4	1	Alt Empordà	17064	Espolla	408	60
4	1	Alt Empordà	17005	Far d'Empordà	625	60
4	1	Alt Empordà	17074	Fortià	778	60
4	1	Alt Empordà	17075	Garrigàs	458	60
4	2	Alt Empordà	17088	Lladó	827	60
4	1	Alt Empordà	17100	Masarac	294	60
4	1	Alt Empordà	17106	Mollet de Peralada	202	30
4	2	Alt Empordà	17111	Navata	1465	60
4	1	Alt Empordà	17115	Ordis	373	60
4	1	Alt Empordà	17119	Palau de Santa Eulàlia	115	30
4	1	Alt Empordà	17128	Pau	579	60
4	1	Alt Empordà	17129	Pedret i Marzà	181	30
4	2	Alt Empordà	17135	Pont de Molins	542	60
4	1	Alt Empordà	17136	Pontós	274	60
4	1	Alt Empordà	17143	Rabós	210	30
4	1	Alt Empordà	17151	Riumors	244	30
4	2	Alt Empordà	17171	Sant Llorenç de la Muga	267	60
4	1	Alt Empordà	17175	Sant Miquel de Fluvià	808	60
4	1	Alt Empordà	17182	Santa Llogaia d'Àlguema	379	60
4	1	Alt Empordà	17188	Selva de Mar	220	30
4	1	Alt Empordà	17052	Siurana	178	30
4	2	Alt Empordà	17196	Terrades	345	60
4	1	Alt Empordà	17198	Torroella de Fluvià	741	60
4	2	Alt Empordà	17014	Vajol	87	30
4	3	Alt Empordà	17210	Ventalló	911	60
4	3	Alt Empordà	17217	Viladamat	479	60
4	1	Alt Empordà	17221	Vilafant	5562	60
4	1	Alt Empordà	17225	Vilamacolum	386	60
4	1	Alt Empordà	17226	Vilamalla	1166	60
4	1	Alt Empordà	17227	Vilamaniscle	204	30
4	2	Alt Empordà	17228	Vilanant	401	60
4	1	Alt Empordà	17230	Vila-sacra	785	60
4	1	Alt Empordà	17222	Vilaür	162	30
4	3	Baix Empordà	17004	Albons	797	60
4	3	Baix Empordà	17018	Bellcaire d'Empordà	713	60
4	3	Baix Empordà	17055	Colomers	204	30
4	3	Baix Empordà	17057	Corçà	1268	60
4	3	Baix Empordà	17901	Cruïlles, Monells i Sant Sadurní de l'Heura	1338	60
4	3	Baix Empordà	17068	Foixà	288	60
4	3	Baix Empordà	17070	Fontanilles	163	30
4	3	Baix Empordà	17902	Forallac	1765	60
4	3	Baix Empordà	17076	Garrigoles	177	30
4	3	Baix Empordà	17081	Gualta	439	60
4	3	Baix Empordà	17085	Jafre	386	60
4	3	Baix Empordà	17121	Palau-sator	327	60
4	3	Baix Empordà	17126	Parlavà	415	60
4	3	Baix Empordà	17130	Pera	438	60
4	3	Baix Empordà	17144	Regencós	271	60
4	3	Baix Empordà	17153	Rupià	300	60
4	3	Baix Empordà	17191	Serra de Daró	233	30
4	3	Baix Empordà	17195	Tallada d'Empordà	480	60
4	3	Baix Empordà	17197	Torrent	166	30
4	3	Baix Empordà	17204	Ullà	1195	60
4	3	Baix Empordà	17205	Ullastret	250	60
4	3	Baix Empordà	17203	Ultramort	224	30
4	3	Baix Empordà	17209	Vall-llobrega	926	60
4	3	Baix Empordà	17232	Vilopriu	223	30
4	2	Garrotxa	17010	Argelaguer	439	60
4	2	Garrotxa	17021	Beuda	202	30
